gene	log2FoldChange_CD8	log2FoldChange_Teff	padj_CD8	padj_Teff	avg_log2FC_Trm1	p_val_adj_Trm1	avg_log2FC_P1	avg_log2FC_P2	avg_log2FC_P3	avg_log2FC_P4	avg_log2FC_P5	avg_log2FC_P6	avg_log2FC_P7	avg_log2FC_P8	avg_log2FC_P9	p_val_adj_P1	p_val_adj_P2	p_val_adj_P3	p_val_adj_P4	p_val_adj_P5	p_val_adj_P6	p_val_adj_P7	p_val_adj_P8	p_val_adj_P9
RTN4	-1.175	0.223	0.67	0.831	0.1514833449143137	1	0.4728576876321111	0.17976228565902763	-0.2397131591075332	NA	0.3375028073654406	NA	0.15513633391817103	NA	NA	1	1	1	NA	1	NA	1	NA	NA
RUNX2	-0.213	0.81	0.962	0.492	0.1965523016709838	1	0.43694757348496616	0.219146959632755	0.3910318524311497	0.3883189646455169	NA	NA	-0.20079426059816272	NA	NA	1	1	1	1	NA	NA	1	NA	NA
S100A10	0.726	-0.716	0.785	0.505	-0.264603206989968	2.93113253231131e-13	NA	-0.6474078646170027	-0.47609318085005814	-0.6392485030655775	0.3667337497581795	-0.1799547705643878	NA	NA	-0.14253278101870404	NA	2.3039104348888668e-8	1	4.315723635957406e-15	1	1	NA	NA	1
S100A4	0.085	-1.754	0.986	0.102	0.176992316934502	0.01840106383114063	1.2001844852934132	-0.14582213671310118	0.6213169110108527	0.459993319730188	0.1404470304986063	-0.39452333126086625	NA	0.27495974669151657	NA	1.2730644527727496e-5	1	0.8650501094911186	8.952779820585677e-4	1	0.02354194921257354	NA	0.04114470114122992	NA
S100A6	0.663	-1.79	0.83	0.107	-0.3839295174193351	3.97508621347763e-25	0.5446412310019455	-0.8657543771210285	-0.2035271341323748	-0.4926766092761783	NA	-0.439670543332789	0.1843009461416827	NA	-0.20866676256766237	0.568244000145525	5.187530137721167e-20	1	4.3155900488865675e-8	NA	5.451859325085726e-6	1	NA	0.33480025262631385
S1PR4	-1.728	-1.941	0.666	0.228	0.3714111426985725	1.3601116402214733e-8	0.3024310661785863	0.33298830515037237	0.1574724727015162	0.789690819846426	0.2478449508017444	NA	0.2434822049169494	0.2682382615747432	NA	1	1	1	2.0746010455010873e-9	1	NA	1	1	NA
SAFB	-1.217	-0.835	0.688	0.58	0.15253999655882056	1	0.2864681350623145	NA	NA	0.2173882482885332	NA	0.22966062198687331	-0.618055083163874	NA	0.14180451043133868	1	NA	NA	1	NA	1	2.358831787952702e-14	NA	1
SAMHD1	-0.628	1.016	0.828	0.263	0.2063755373743159	1	0.5542987479396024	0.4874731703763554	NA	0.16553197354098936	NA	NA	-0.36909892039780623	-0.19393594041508633	NA	1	1	NA	1	NA	NA	0.03146815085876804	1	NA
SAP30	1.957	-0.547	0.451	0.712	0.2958892525981665	6.55934989514886e-5	0.36344976057827105	0.6747890583352326	0.217980597136876	NA	NA	0.2401147843157579	-0.23065898648104316	NA	NA	1	0.3592092569849946	1	NA	NA	1	0.7900081916649276	NA	NA
SARAF	0.358	-0.186	0.894	0.866	0.19924749094903227	0.07634823375484352	0.9710425087586052	NA	0.28547048785630613	0.1418132123543283	0.31511201646444587	0.14670628182127965	-0.6521679106091631	-0.15627326408929765	0.38671587924567374	1.200372709270806e-5	NA	1	1	1	1	1.3376050116626519e-21	1	1.7443202400058637e-13
SARS	0.172	-1.376	0.96	0.153	-0.19681189358419585	0.42366733952747343	-0.2970148984115085	-0.25346136007799536	-0.4060665952383651	-0.350739200515245	-0.3460563308770518	0.19159725784142043	-0.25756076411748396	NA	NA	1	1	1	0.1070510471554383	1	1	1	NA	NA
SAT1	1.434	0.065	0.431	0.957	0.3282477726861508	5.815305949330524e-6	0.5394241738311212	0.4294136387218064	NA	0.5264750139586456	0.17745154717205058	0.32692113637911624	NA	NA	NA	1	1	NA	0.01678996466879591	1	1	NA	NA	NA
SATB1	-0.754	0.757	0.602	0.389	0.6029821724755238	3.069945104297828e-21	0.9998845865545554	0.5656701215268221	0.7570874752917923	0.9766611357020454	NA	0.24557444566532527	NA	NA	0.3418428437708706	0.7014754284149599	1	0.1900419393835076	2.967455580202925e-13	NA	1	NA	NA	3.503884873905493e-7
SCAF11	0.676	0.538	0.752	0.551	0.13945040313741996	1	-0.326107084167524	NA	-0.26262095253786333	NA	0.21849960781721212	0.4819795136317808	-0.381945026381004	-0.21697079264162156	NA	1	NA	1	NA	1	1	0.00185169757627789	1	NA
SCAND1	0.815	-1.435	0.881	0.376	0.3413844672664854	2.2780438931870745e-8	NA	0.1643531529491955	0.3834073205229096	0.5005456519101326	0.19082365088443565	0.5159296049372422	0.19470934094299963	NA	0.2124706532654024	NA	1	1	3.5254209209683066e-4	1	1	1	NA	0.02722840158176976
SCP2	0.122	-0.309	0.976	0.825	0.15834162613521363	1	NA	0.21115705520839623	0.31146592274127793	0.2328659111563317	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA
SDF2L1	0.192	-1.001	0.976	0.55	-0.22507514911328963	0.00153370667931049	-0.3097188314606375	-0.6255717921807719	NA	-0.2787296742128792	NA	NA	0.35419361391904114	0.15769389860592675	NA	1	5.277306584998383e-5	NA	1	NA	NA	1	1	NA
SDF4	-1.714	-2.279	0.613	0.158	0.2759544043619879	0.06763492553718974	0.33337464851772547	NA	NA	NA	0.25777854987633864	0.5546765484747892	-0.2157954462527172	NA	NA	1	NA	NA	NA	1	1	1	NA	NA
SDHC	0.223	-0.101	0.955	0.934	0.15152792677573368	1	0.17352225438799296	NA	0.33911156081950056	NA	NA	0.1996783296369564	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA
SEC11A	0.28	-0.677	0.881	0.509	0.33968903733505074	1.071298178969352e-8	NA	0.2802397017253493	0.3327627923637406	NA	0.2499475917422096	0.6753389775284584	NA	NA	NA	NA	1	1	NA	1	1.1468099554729826e-5	NA	NA	NA
SEC14L1	0.051	0.656	0.989	0.663	0.3135076423855847	5.165580240761572e-5	0.22533991159248057	0.4413959845511989	0.4278277710190636	0.2652361689434649	0.278176937002938	0.1666260273611983	NA	NA	NA	1	1	1	1	1	1	NA	NA	NA
SEC61G	-0.473	-0.659	0.9	0.56	-0.2388242571706629	0.00671470250267327	-0.4963743685518196	-0.4857778086216344	1.0583021692853884	-0.4391820731069655	-0.4812469803049466	NA	0.2175857878817833	NA	NA	1	0.3816848698074128	7.158820004668409e-8	0.01172988712786229	0.4883122208725223	NA	1	NA	NA
SEC62	0.541	-0.527	0.878	0.637	-0.1600666164801412	1	-0.5958027551030285	-0.40727280646771424	NA	-0.1691447668643855	-0.1585741685471267	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	NA	NA
SELPLG	-0.546	-0.858	0.89	0.508	0.31575695683133587	0.00259191931029755	0.4742980457447564	0.3429149028705629	0.33883884391359687	0.6038207505122937	NA	NA	NA	0.1383521009592363	0.2745256947748008	1	1	1	0.00349923212672611	NA	NA	NA	1	3.5346423823772196e-6
SEMA4D	0.04	0.06	0.991	0.958	0.19052144757245781	1	0.6225244285226171	0.16083046359659264	NA	NA	0.2784363116390079	0.22333563165035877	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA
SENP6	0.153	0.634	0.973	0.66	0.14526963970616957	1	NA	0.2987145360704144	NA	NA	NA	NA	-0.22903111523308084	-0.2049552509248893	0.17582041676871785	NA	1	NA	NA	NA	NA	1	0.6477519429917236	1
SEPT2	-0.299	-0.25	0.909	0.821	0.18978840906482453	1	NA	-0.18271444229370748	0.184778478194632	NA	NA	0.4145390601449108	-0.4707121894472792	-0.20138323442190176	NA	NA	1	1	NA	NA	1	8.781627327387648e-7	1	NA
SEPT6	-0.456	-0.886	0.844	0.313	0.37428911662760633	2.1912466233729703e-6	-0.5411102704980986	NA	0.2210474174327803	0.4681199671164509	0.1916459632206149	0.7153529543953077	NA	NA	0.27783727163155447	1	NA	1	0.06020491996743273	1	1.5600737988322934e-4	NA	NA	1.874884159172371e-4
SERBP1	0.086	-0.331	0.974	0.71	0.29205852232736573	2.694365872928806e-6	NA	NA	NA	0.22146808004702925	NA	0.7189156841854412	-0.33114088163981625	NA	NA	NA	NA	NA	1	NA	1.0578067198237726e-6	0.00786140079186343	NA	NA
SERINC3	-0.136	-0.583	0.965	0.604	0.2497964352531632	0.3191382105167345	0.4188112166334901	NA	0.20181377034072345	0.3530874545130057	NA	0.18737903274187517	-0.40548408111082046	-0.14635018261143462	0.2010184341769925	1	NA	1	1	NA	1	8.121243633008933e-4	1	1
SERINC5	0.235	0.79	0.948	0.495	0.16970309875982098	1	NA	0.27319211467819593	0.28749150507098775	0.18503635291702625	NA	NA	NA	-0.1668100442999283	NA	NA	1	1	1	NA	NA	NA	1	NA
SERPINB1	-0.44	0.181	0.913	0.887	0.1649795022237971	1	-0.15313359420697426	NA	NA	0.33318971127894026	0.21808300488056495	0.15807697457265224	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	NA
SERPINB9	-0.213	0.99	0.951	0.305	0.15810349889247094	1	0.27023250936075044	0.14430875738392795	0.2781213495963679	0.3599083521111291	NA	0.27010540724123006	NA	NA	NA	1	1	1	1	NA	1	NA	NA	NA
SETD7	-1.263	0.899	0.576	0.337	0.2811367356871786	0.00401584411273032	1.048531998667087	0.14914753822894833	-0.3200770080036873	0.4936959722971109	0.28882375690550777	NA	-0.554166233728419	-0.24567852210569785	NA	0.12531811557470668	1	1	0.01058525152699429	1	NA	1.0629834276478377e-5	1	NA
SF3A2	-1.765	-1.526	0.693	0.304	-0.14685028655597382	1	0.30973666959372304	NA	NA	NA	-0.7030776852165466	NA	NA	NA	NA	1	NA	NA	NA	2.935606446380266e-5	NA	NA	NA	NA
SF3B1	0	0.184	1	0.885	0.16438144835093849	1	0.2250966729117427	0.2849907170441781	-0.2240379851009846	0.42234568251572546	NA	0.16386391882792717	-0.3615460906678507	-0.38925114216047496	NA	1	1	1	0.03462226455090782	NA	1	0.00507004297280654	1.5149835858208038e-7	NA
SF3B3	-0.431	-0.459	0.9	0.76	0.13832664532772854	1	NA	NA	NA	0.26995868722564315	NA	0.2845964981494183	NA	NA	0.157928191581875	NA	NA	NA	1	NA	1	NA	NA	0.06635997453267725
SF3B5	0.515	-1.096	0.843	0.259	0.19779186683422845	1	-0.22555612296689545	NA	0.33008036842906363	0.4341151591998236	NA	NA	0.22918998141257907	0.27691845838754703	NA	1	NA	1	0.01335490907019176	NA	NA	1	0.180993868223245	NA
SFPQ	-0.281	-0.497	0.921	0.553	0.2641127399951011	0.00460624769364653	0.977919432087028	0.1551715496401056	0.25253700470609686	0.15870994653952075	0.1808206888441739	0.32226577191903183	-0.5198137897032875	NA	0.36097709502014386	0.13312194722308918	1	1	1	1	1	1.3239873466498146e-7	NA	5.297115078038709e-8
SFSWAP	-0.282	0.161	0.962	0.903	0.16520370655794336	1	0.35683862506201	0.29928835334130677	NA	NA	NA	0.3472197290757629	-0.18662449922053737	NA	NA	1	1	NA	NA	NA	1	1	NA	NA
SFT2D2	-0.629	1.074	0.821	0.296	0.16474060587654493	1	NA	0.2466817410045098	NA	0.15905435012737718	NA	0.3444814446876398	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA
SH2D1A	0.654	-0.443	0.821	0.703	0.17123241935214106	1	-0.15632383157378027	NA	0.18063138686774183	0.2199217059297144	NA	0.368080352707467	-0.1577638265973187	-0.1750251487218457	NA	1	NA	1	1	NA	1	1	1	NA
SH3BGRL	0.362	0.212	0.898	0.875	0.18520158059813377	1	NA	NA	0.25816861029374594	0.27011480903522256	NA	0.17139489534803465	-0.18213916383502027	NA	-0.1462147691668465	NA	NA	1	1	NA	1	1	NA	1
SH3KBP1	0.145	-0.275	0.965	0.777	0.2171151539232754	0.6526497336385119	NA	NA	NA	0.38312691268966326	0.2083826148188288	0.3562300483765082	-0.5047920784767488	NA	0.2880005767735858	NA	NA	NA	1	1	1	1.690145927142949e-6	NA	1.6484493024329793e-4
SIPA1L1	-0.753	-0.629	0.772	0.567	0.17838270588786265	1	0.34035890391124796	0.2516164689961864	0.17737961244107836	0.1483994382148604	NA	0.23750170415201663	-0.14997947063017714	NA	NA	1	1	1	1	NA	1	1	NA	NA
SIRT7	-2.196	-0.926	0.489	0.357	0.1508444010841723	1	0.49793712156236936	0.4211545609482841	-0.2425126094266864	0.20011479072132088	NA	0.2399523458762041	NA	NA	NA	1	1	1	1	NA	1	NA	NA	NA
SKA2	0.524	-0.147	0.873	0.903	0.14492614840906315	1	NA	-0.2130850142389475	0.4186067585757076	0.20758103834802977	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA
SKAP1	0.176	-0.519	0.95	0.646	0.27917219655097414	0.01700857066294358	0.5680624615156565	NA	0.2610692452001848	0.3953044427110415	0.37413738754834647	NA	NA	NA	0.157226614607766	1	NA	1	1	1	NA	NA	NA	1
SLA	-0.173	-0.889	0.946	0.351	0.5992441627237597	2.05867870945401e-24	0.9341464717512564	0.9416405663507764	NA	0.3428269148657048	0.34425275668959743	1.0000305923532928	NA	NA	NA	0.10170328696877708	8.591954659383717e-8	NA	1	1	9.613227749204e-9	NA	NA	NA
SLA2	-0.25	1.743	0.951	0.09	0.3015034581183774	4.007388715781661e-4	NA	0.43462604608337385	0.4734718102968342	0.37148465221008486	0.3560354399809552	0.2353894073193676	0.4135574530801013	0.2972880592271743	NA	NA	1	1	0.9475471682601884	1	1	1	1	NA
SLAIN2	0.347	-0.128	0.924	0.901	0.2674075608340516	0.14286463268557115	0.9314556906292554	NA	-0.3226974619679951	0.39895601037366113	0.2367942023224674	0.2348563896250768	-0.25348761899688643	NA	0.1987646341942312	0.34012496787482227	NA	1	1	1	1	1	NA	0.11932170282266844
SLC16A3	-0.329	1.016	0.962	0.564	0.18990214600970412	0.5026158942036952	0.602790705224048	NA	NA	0.18588005869256183	0.17868233997999922	0.29618694727461314	NA	0.15834610746856564	NA	1	NA	NA	1	1	1	NA	1	NA
SLC1A4	-1.326	-0.88	0.538	0.389	0.6676760576325234	5.2025346447935586e-30	1.1889713958384418	-0.2975024654968572	NA	1.2776277809496852	NA	0.9014055044964444	-0.3739956130339453	NA	0.26924810995586723	1.2933956363443268e-4	1	NA	6.518290923881311e-23	NA	9.1466557936396e-11	4.0063013959711074e-4	NA	0.02257178046386934
SLC1A5	-1.721	-2.324	0.613	0.103	0.3455867908112478	1.4879353913121666e-5	0.9572486481950068	0.7408127616351701	0.421555450655217	NA	NA	NA	0.2625481046696046	0.2778476184922754	NA	0.2219144131258558	0.00889367476872938	1	NA	NA	NA	1	1	NA
SLC27A2	-0.831	-0.062	0.832	0.97	0.4318295160165912	6.036285697458958e-11	1.4268043749608874	0.2031193447969785	0.4962237028952869	0.3664904381222321	0.16762228229860787	0.3431286036210184	NA	0.23462287533046644	NA	3.1117070847944346e-5	1	1	1	1	1	NA	1	NA
SLC35D2	0.143	-0.865	0.971	0.565	0.17564190184221945	1	NA	NA	0.14023298339179646	0.22059508221191965	0.3283685628354997	0.2194787332706972	NA	NA	0.16564817445915214	NA	NA	1	1	1	1	NA	NA	0.05881770699924996
SLC35E1	0.547	0.23	0.871	0.893	0.20912317025976285	1	0.6076141718734881	0.3217849464413085	-0.33961125137988313	0.17736447701251257	0.14681647135251377	0.25693253735319477	NA	NA	NA	1	1	1	1	1	1	NA	NA	NA
SLC3A2	-0.843	-1.676	0.837	0.196	-0.24666569677562755	0.7922126492524821	NA	-0.15065439667809022	-0.4543474912063812	-0.5357896046905319	NA	NA	-0.21818007602158215	NA	NA	NA	1	1	0.00731311045666484	NA	NA	1	NA	NA
SLC4A7	-0.561	0.672	0.867	0.49	0.548533368184352	1.7816983669637703e-14	0.8690204567210529	0.21612204179444805	0.27165945074524167	0.4863601019235973	0.37221546741504286	0.7207317002062423	-0.9506584736479062	-0.26194173494258544	0.14112721563922517	1	1	1	0.6752733262527255	1	0.06324739392505258	6.409488690238832e-26	1	1
SLC50A1	1.386	-0.755	0.555	0.487	0.15370737128148754	1	0.31762538439567317	0.2269437434363981	0.22652023988685463	NA	0.1527545888726699	0.22890315302022113	NA	NA	NA	1	1	1	NA	1	1	NA	NA	NA
SLC5A3	0.123	1.453	0.98	0.187	0.33950784159745884	0.064280238653344	-0.3887629796237082	0.4133943865642285	0.5233489848385322	NA	NA	0.8138081741023732	-0.5234502119856954	-0.15620666431542285	0.24203341457965633	1	1	1	NA	NA	0.00896278175882575	1.837964970546755e-4	1	1
SLC6A6	-2.189	0.245	0.342	0.879	0.17706516535259975	1	NA	0.14145583420891816	NA	0.18734137143476837	NA	0.27916805854475135	-0.3574655210426716	NA	NA	NA	1	NA	1	NA	1	0.02752453831608957	NA	NA
SLC7A5	-1.438	-1.334	0.66	0.28	0.19171826814900156	0.9706193502802138	0.7982837666202258	0.1425130212985758	NA	0.2515780589750992	0.14914508727594758	NA	0.14136579979956165	0.1531363060719455	NA	1	1	NA	1	1	NA	1	1	NA
SLC9A3R1	-1.223	-1.798	0.668	0.166	0.14076245722900893	1	NA	NA	NA	0.1705974250306019	-0.16564847497156088	0.4661929521253314	0.17382426359881198	NA	0.1558047741296832	NA	NA	NA	1	1	1	1	NA	0.20162269312909015
SLCO3A1	-1.914	-0.016	0.371	0.991	-0.18052261201185368	1.883686266369149e-4	-0.2957135993003033	-0.17142769067431418	-0.35446597543330405	NA	NA	-0.3043000347553056	NA	NA	NA	1	1	1	NA	NA	1	NA	NA	NA
SLFN5	0.147	0.409	0.971	0.749	0.1833165944530759	1	NA	-0.2320354892697427	NA	0.5235376822814104	0.30598827529706196	NA	-0.15831736988600742	-0.2579216243753364	0.18584890060960424	NA	1	NA	0.15084376857241322	1	NA	1	1	1
SLTM	0.137	0.087	0.951	0.932	0.4064699337518411	6.082442635915279e-11	0.16184683359118024	0.4784460738981058	NA	0.35801076203229587	0.23543598951275113	0.7328975307428511	-0.24553291588774373	NA	0.3094703111844508	1	1	NA	1	1	0.02037932515366529	1	NA	1.2299449399625913e-6
SMAP2	-0.112	0.025	0.97	0.983	1.356962630672346	2.8298473740940436e-83	2.124654736942719	1.9374568386736497	0.3411458777323273	1.2858910741903289	0.2723990820762061	1.075426450273269	-0.2065008395661956	NA	0.21695999021464865	1.4982504366404033e-14	5.3659099405354e-39	1	1.82983166606206e-23	1	5.214625243119069e-11	1	NA	0.00735393684502192
SMARCA2	-1.065	-0.149	0.602	0.894	0.3012420116765049	0.10771286348099564	0.2773553798774592	0.8483445889059553	NA	0.3211748660055055	NA	0.18297121429412933	-0.2196797502693003	NA	NA	1	0.05763032647621168	NA	1	NA	1	1	NA	NA
SMARCA5	-0.792	-0.169	0.778	0.888	0.1485251791247708	1	NA	NA	-0.4796171026909928	0.31785745461831894	0.1909793965718216	0.404650019553521	-0.7162493128794098	-0.23752266917244305	NA	NA	NA	1	1	1	1	3.8920814397668757e-16	1	NA
SMARCC1	-1.256	-0.364	0.399	0.701	0.16092744784059188	1	NA	NA	NA	NA	0.1440858999671023	0.4128622298921372	-0.4335186689035967	NA	0.22111384939761705	NA	NA	NA	NA	1	1	0.00199871423409748	NA	5.785651951668045e-5
SMC2	-0.255	0.833	0.96	0.501	0.16997889935943022	1	NA	NA	NA	0.27803174863673447	NA	0.476517274789543	-0.18705721426708025	NA	0.2691283536034309	NA	NA	NA	1	NA	1	1	NA	8.85664181552886e-6
SMC4	-0.468	-0.753	0.904	0.477	0.23199356360110104	0.23734466806820229	0.7115113623821909	0.44712525522031	NA	NA	0.2888711305008558	0.34421801727751966	NA	NA	0.37536588369008894	1	1	NA	NA	1	1	NA	NA	3.9263123457316275e-9
SMC5	-0.001	0.107	1	0.924	0.1693996143884949	1	0.16125256241953367	0.1409667216849001	NA	NA	0.22118578648172327	0.18800786317248505	-0.47240659935547313	-0.19723317510047433	0.176257859079473	1	1	NA	NA	1	1	5.635827368408785e-4	1	0.04719819761035058
SMC6	0.82	1.548	0.712	0.175	0.15075836662710468	1	NA	0.2892253222224991	NA	0.18764970543379736	0.21334089205129864	NA	NA	NA	0.17475969668401942	NA	1	NA	1	1	NA	NA	NA	0.00329431955202871
SMCHD1	-0.114	0.941	0.972	0.37	0.32603779011427014	2.202809159507267e-5	0.9109400001429696	0.3738904837804038	-0.23322770554733752	0.3440710450491018	0.46943547290408416	NA	-0.4623338764500815	-0.201731706214209	0.1775209168019165	0.03883885771148914	1	1	1	0.06176963852943522	NA	4.623803779441935e-7	1	0.13161064073120987
SMCO4	0.837	-0.49	0.858	0.755	0.32833568946388714	6.981349100707742e-4	0.7082940826700347	0.30936943058009975	0.29216843004169335	0.1533008294230661	NA	0.4671164509631546	NA	NA	NA	1	1	1	1	NA	1	NA	NA	NA
SMIM19	2.256	-0.315	0.385	0.759	0.1678600913389856	1	NA	NA	0.27312913476759826	0.17148321064953986	0.20725445289014516	0.165223954953451	0.2524269913375605	0.17091511504336898	NA	NA	NA	1	1	1	1	1	1	NA
SMIM3	1.182	0.269	0.72	0.865	0.3947033568397414	1.4432067068564272e-6	0.8254223531232096	0.7569980120233991	0.49296020549152686	0.3019262364101989	NA	NA	NA	0.21429201148422872	NA	1	0.1896891654869961	1	1	NA	NA	NA	1	NA
SMIM7	0.373	-0.495	0.895	0.609	0.20112123348105404	1	0.4010404232918381	0.3707415931859772	NA	0.17953739755028875	NA	0.3612262438068793	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA
SND1	-1.448	-0.826	0.595	0.492	0.16357924265690166	1	0.17309067130160485	NA	0.14785706144463195	0.26396822353859273	0.33959716727349576	NA	NA	NA	0.1449115774731	1	NA	1	1	1	NA	NA	NA	0.02135496271043826
SNHG7	0.25	-0.956	0.951	0.557	0.1527328605979692	1	1.1577016702013525	0.40267623482574566	0.26244912667010895	-0.17343180542557635	0.292360984756013	NA	NA	NA	NA	0.00436060674771354	1	1	1	1	NA	NA	NA	NA
SNHG8	0.578	-0.388	0.824	0.75	-0.17775598828388595	1	NA	-0.3316731591417845	0.1502499315820518	-0.30374395203844595	NA	-0.3777726103392536	0.641582936478322	NA	NA	NA	1	1	1	NA	0.4875072918922841	6.8481887361872395e-9	NA	NA
SNRPA1	1.457	0.315	0.452	0.793	-0.1425244540558107	1	-0.28988846362312315	-0.3820744729405757	NA	-0.19642529483381532	NA	NA	NA	NA	NA	1	0.06519250619336095	NA	1	NA	NA	NA	NA	NA
SNRPD2	0.34	-1.009	0.899	0.266	-0.20220137541400263	0.00158979800151768	-0.6406207811394766	NA	NA	NA	-0.5298852284583608	NA	0.20192096281943517	NA	NA	1	NA	NA	NA	0.01577397340178738	NA	1	NA	NA
SNRPF	0.185	-0.639	0.956	0.53	-0.15323716998461356	1	NA	-0.28972704553304807	0.2281291445145317	NA	-0.32138711058264335	-0.394909706434601	0.19215722786515263	NA	NA	NA	1	1	NA	1	0.40324526160593793	1	NA	NA
SNRPG	0.745	-0.464	0.751	0.682	-0.31282783927902225	4.196055090524701e-9	-0.23601688265526463	-0.3617330816062534	0.22255687408973213	-0.19978399884804232	-0.5909185106608641	-0.3701033830865659	0.23426439852602043	NA	NA	1	1	1	1	0.00512001672322817	0.770764436069637	1	NA	NA
SNX6	1.284	0.586	0.499	0.637	0.20245827967791752	0.3502617981608836	0.3173030689623977	NA	NA	0.16035150642484064	0.4436458916339532	0.21685051718116477	-0.1859159966559516	NA	NA	1	NA	NA	1	1	1	1	NA	NA
SNX9	0.084	-0.573	0.984	0.659	0.5949562365540113	1.0227986851286005e-13	1.6629263762042985	0.9723025876644552	NA	0.37957930861916966	0.2965360095951981	0.3787180770158898	-0.450185849244901	NA	NA	1.7459318831577775e-8	1.3495923120826208e-5	NA	1	1	1	0.06383896593188597	NA	NA
SOS2	-0.031	-0.042	0.994	0.971	0.16168788990247424	1	0.21144226700477697	0.2671947636626378	NA	NA	0.24019555541297136	NA	-0.2709443230232387	NA	NA	1	1	NA	NA	1	NA	0.5330272147722412	NA	NA
SOX4	0.934	1.76	0.784	0.12	0.5727258330861491	0.00937419874718974	1.5890693849282185	0.7418986630637905	0.7668900178383613	0.8808243796496467	-0.6376740931203282	1.7099767998479158	NA	0.25370979249968206	0.3067956351206665	1	1	1	1	0.4549715455869978	5.392937877350879e-8	NA	1	0.1933751447549077
SP100	-0.032	0.113	0.991	0.902	0.3446678028738568	1.8624155963167249e-6	0.33630669027914606	0.3194022859232173	NA	0.31300144293104903	0.2032712938259027	0.6385257617530651	-0.4249375183918205	-0.14867429061683057	0.1590026120202359	1	1	NA	1	1	0.9034443118496422	4.398610354361219e-6	1	1
SP140L	0.864	-0.223	0.666	0.84	0.19515516359226004	1	0.17575680571068691	0.16267451208179196	0.277982464132555	NA	0.20830912474031393	NA	NA	NA	NA	1	1	1	NA	1	NA	NA	NA	NA
SPAG9	-0.156	0.51	0.958	0.604	0.233844509981616	0.2241626172362913	0.6665896511192851	NA	-0.264126194600645	NA	0.44311766772294214	0.5600283610568472	-0.5317756765643997	-0.20075714256027863	NA	1	NA	1	NA	1	1	6.655549529684174e-8	1	NA
SPCS3	1.788	0.799	0.363	0.43	0.1481712138470448	1	NA	-0.18375895821065313	0.28649160799699613	0.15767698034493272	0.31185415694068297	NA	-0.3138972384772225	-0.14231675030268875	NA	NA	1	1	1	1	NA	0.4994005209380805	1	NA
SPG7	-2.29	-0.145	0.363	0.921	0.1639575830418113	1	0.3884313398387079	0.31976617211361535	-0.41138620263613057	0.33825464026217633	NA	0.2631961399004582	NA	NA	NA	1	1	1	1	NA	1	NA	NA	NA
SPTSSA	0.435	-0.537	0.89	0.725	0.14423977767829138	1	0.20805948908610356	0.24936074267916952	NA	NA	NA	0.22877349203717123	-0.19934764478608663	NA	NA	1	1	NA	NA	NA	1	1	NA	NA
SQSTM1	-1.491	-2.005	0.689	0.134	0.1986107748580519	1	-0.94337215754858	0.43127303225855695	0.29387242023603966	-0.30332272245630154	-0.5081462771123442	0.9785047016924828	-0.449404996659859	NA	NA	0.06383250091835319	1	1	1	1	9.379399106994309e-11	1.1030715201280738e-5	NA	NA
SRGAP2	0.295	1.447	0.936	0.259	0.1835571399059101	1	0.4492273948210571	0.1922708378246948	NA	NA	NA	0.21020825751671576	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA
SRGAP2C	0.097	0.242	0.984	0.879	0.19279969267264607	1	0.2084589982859466	0.1912280102475812	0.1855885254579162	NA	NA	0.29092318814017326	-0.16604381177055183	NA	NA	1	1	1	NA	NA	1	1	NA	NA
SRGN	0.453	-0.07	0.888	0.961	0.7655946079434717	3.4431620686094384e-61	1.109177069374792	0.6731881647803863	0.9623198118711898	0.627994824113264	0.4603237745127968	0.812086198444125	0.20221491939398817	NA	0.16734789718438758	1.1871953145922041e-7	1.4718046647801636e-5	1.2210667341365186e-9	1.5022430888543168e-5	6.880691811321886e-4	1.3907677390565686e-15	1	NA	1
SRP54	0.405	-0.414	0.909	0.697	0.16459045659624294	1	0.5046460816566778	NA	NA	0.14564242635622415	NA	0.3551184662619692	-0.2653898557282458	NA	NA	1	NA	NA	1	NA	1	1	NA	NA
SRP72	-0.265	-1.068	0.945	0.254	0.14780293494625252	1	NA	NA	NA	0.304537871979111	NA	NA	-0.3519250801600422	-0.2369545892715582	0.21822139823543776	NA	NA	NA	1	NA	NA	0.01474964168363111	1	6.53588267892152e-4
SRPK1	0.296	-0.02	0.928	0.987	0.1398313193522409	1	NA	0.15835636905396766	NA	0.3038263424191402	NA	NA	-0.2700980617434696	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA
SRPK2	-0.22	0.034	0.938	0.979	0.1797793105340989	1	0.2965493818441336	NA	0.33178418764368245	0.21819434641627877	-0.14617085220695258	0.29890515250893956	NA	NA	NA	1	NA	1	1	1	1	NA	NA	NA
